stableEdge,priv_auto,on_demand,carpool,walking,biking,total,direction,streetName,Year,Type,yearbinary,treatment
"6793090492545240792",113,10,39,10,641,916,E,Jefferson Drive Southwest,2019,Controls,0,0
"6590319137214921189",439,15,289,137,154,1034,E,T Street Northwest,2019,Controls,0,0
"3855936734261785041",2818,61,829,777,654,6444,E,Irving Street Northwest,2019,Controls,0,0
"16593040414677786389",1301,25,1166,202,478,3407,E,F Street Northwest,2019,Controls,0,0
"7440328408935662028",943,33,1093,358,297,3033,E,R Street Northeast,2019,Controls,0,0
"9363873288442312466",1062,39,596,46,50,1819,E,North Carolina Avenue Southeast,2019,Controls,0,0
"16643088538382929179",502,56,316,231,351,1456,E,Q Street Northwest,2019,Controls,0,0
"5687625002854997609",1546,64,851,250,493,3244,E,D Street Southwest,2019,Controls,0,0
"8542090750550610876",247,10,107,99,151,614,E,T Street Northwest,2019,Controls,0,0
"3160296711472547508",1458,62,835,398,499,3301,E,D Street Southeast,2019,Controls,0,0
"3986782938442796797",2758,267,1109,311,162,5647,E,T Street Northwest,2019,Controls,0,0
"3243661340351041522",1151,28,1054,101,660,3041,E,F Street Northwest,2019,Controls,0,0
"14960978551738306815",169,3,135,214,211,742,E,Q Street Northwest,2019,Controls,0,0
"6365894364319372533",388,55,272,440,400,1555,E,Q Street Northwest,2019,Controls,0,0
"13209600103910242376",430,19,286,666,251,1665,E,I Street Southwest,2019,Controls,0,0
"18270790488994546875",871,24,311,305,215,1818,E,I Street Southwest,2019,Controls,0,0
"9163201296376093949",789,32,588,313,255,2038,E,I Street Southwest,2019,Controls,0,0
"6912632311972837511",110,11,70,57,102,352,E,T Street Northwest,2019,Controls,0,0
"8397188254226725863",724,16,540,25,298,1931,E,T Street Northeast,2019,Controls,0,0
"12112248749251269818",450,48,261,359,408,1526,E,Q Street Northwest,2019,Controls,0,0
"17083796391244405294",939,32,1057,231,329,2897,E,R Street Northeast,2019,Controls,0,0
"1596091795103606468",255,10,101,18,150,534,E,T Street Northwest,2019,Controls,0,0
"12241400205171060463",428,33,222,60,136,879,E,T Street Northwest,2019,Controls,0,0
"15051881225628626084",293,27,203,427,487,1437,E,Q Street Northwest,2019,Controls,0,0
"16906976879540188064",8521,811,5455,2001,3206,20245,E,L Street Northwest,2019,Controls,0,0
"8482547063520934459",2622,141,772,54,10,3615,E,Constitution Avenue Northeast,2019,Controls,0,0
"9561424541428062103",5387,305,2483,502,191,9373,E,Constitution Avenue Northeast,2019,Controls,0,0
"8457076092163158900",5210,278,2179,202,177,8556,E,Constitution Avenue Northeast,2019,Controls,0,0
"5592498981407166938",10305,968,7710,2182,3299,26216,E,L Street Northwest,2019,Controls,0,0
"6592641932708646320",529,2,106,105,14,1218,E,East Capitol Street Southeast,2019,Controls,0,0
"9610680820834034130",12436,393,5638,59,1665,20726,E,Harvard Street Northwest,2019,Controls,0,0
"5729871768752686201",1833,100,1134,151,164,3428,E,K Street Northwest,2019,Controls,0,0
"3190307087223855331",893,49,274,46,26,1298,E,Constitution Avenue Northeast,2019,Controls,0,0
"8712107325612831554",2511,131,791,102,26,3586,E,Constitution Avenue Northeast,2019,Controls,0,0
"491609854785096474",4691,291,1554,961,113,8315,E,P Street Northwest,2019,Controls,0,0
"1930753981279173801",6838,212,2260,132,113,9741,E,Harvard Street Northwest,2019,Controls,0,0
"6514425480060243050",6544,236,2260,499,38,11238,E,U Street Northwest,2019,Controls,0,0
"10453715352985820965",4489,280,1278,735,141,7603,E,P Street Northwest,2019,Controls,0,0
"17818200386985823502",5053,288,1534,629,81,8912,E,P Street Northwest,2019,Controls,0,0
"16719425684000720759",3568,229,1376,229,151,5782,E,Constitution Avenue Northwest,2019,Controls,0,0
"6318706539135736768",6177,211,2074,251,29,10450,E,U Street Northwest,2019,Controls,0,0
"2329670241577885302",3959,520,2712,1691,2643,11604,E,L Street Northwest,2019,Controls,0,0
"13266731367553229120",1794,53,837,473,16,3244,E,Florida Avenue Northwest,2019,Controls,0,0
"14764452654942558294",1297,68,449,52,32,1920,E,Constitution Avenue Northeast,2019,Controls,0,0
"11548473082961592597",547,4,205,58,56,2404,E,East Capitol Street Northeast,2019,Controls,0,0
"10481326570877958831",331,15,151,210,245,1161,E,East Capitol Street Northeast,2019,Controls,0,0
"11767032825053739985",297,13,98,172,183,983,E,East Capitol Street Northeast,2019,Controls,0,0
"1310213543407354578",59,1,21,7,269,389,E,Lincoln Memorial Circle Northwest,2019,Controls,0,0
"208466744649430420",1113,56,339,53,48,1624,E,Constitution Avenue Northeast,2019,Controls,0,0
"18291278729888459819",1639,121,1202,471,22,3810,E,F Street Northwest,2019,Controls,0,0
"9353062880380432247",5033,296,1605,291,58,8592,E,P Street Northwest,2019,Controls,0,0
"4351787430866499489",5305,269,1845,329,85,8429,E,P Street Northwest,2019,Controls,0,0
"432293991693584188",1781,85,877,149,172,3125,E,K Street Northwest,2019,Controls,0,0
"14802726663316690476",8312,222,2650,429,366,13126,E,Michigan Avenue Northwest,2019,Controls,0,0
"4980134075275675800",658,2,215,119,106,2599,E,East Capitol Street Northeast,2019,Controls,0,0
"9344283295552516282",808,29,632,155,24,1677,E,C Street Southwest,2019,Controls,0,0
"7280731521489956308",453,12,307,115,62,1157,E,East Capitol Street Northeast,2019,Controls,0,0
"11776191229169289950",60,1,21,5,269,388,E,Lincoln Memorial Circle Northwest,2019,Controls,0,0
"848506943365519438",2768,34,544,166,742,5555,E,Irving Street Northwest,2019,Controls,0,0
"5914122074575657988",8921,337,1590,298,540,12906,E,Calvert Street Northwest,2019,Controls,0,0
"16770246875750831547",15272,998,24503,222,98,44072,E,H Street Northwest,2019,Controls,0,0
"8620754852547140727",10274,406,4014,1089,184,16996,E,P Street Northwest,2019,Controls,0,0
"2979396873863988332",14384,480,6285,366,257,23691,E,Michigan Avenue Northeast,2019,Controls,0,0
"4507094123545798659",804,30,655,162,26,1706,E,C Street Southwest,2019,Controls,0,0
"26933116042975895",1401,80,888,554,33,3370,E,F Street Northwest,2019,Controls,0,0
"12067128466885821506",527,35,476,214,149,1401,E,K Street Northwest,2019,Controls,0,0
"18429507102938272443",1158,56,349,60,48,1686,E,Constitution Avenue Northeast,2019,Controls,0,0
"11230516468848965430",9237,345,1649,412,1197,13972,E,Calvert Street Northwest,2019,Controls,0,0
"10743337802348202449",14481,483,6387,291,253,24088,E,Michigan Avenue Northeast,2019,Controls,0,0
"4030926317454751934",2476,130,743,95,32,3497,E,Constitution Avenue Northeast,2019,Controls,0,0
"2308665837958258805",1833,100,1134,151,164,3428,E,K Street Northwest,2019,Controls,0,0
"8937239502923981447",567,5,266,31,53,2475,E,East Capitol Street Northeast,2019,Controls,0,0
"10817507766922260985",9997,209,2535,374,321,14390,E,Michigan Avenue Northeast,2019,Controls,0,0
"9434694752952776019",14128,526,5982,184,113,21464,E,Harvard Street Northwest,2019,Controls,0,0
"10418337549528190224",2594,56,814,204,705,5692,E,Irving Street Northwest,2019,Controls,0,0
"12382599910509359986",10201,916,7582,2644,3244,24813,E,L Street Northwest,2019,Controls,0,0
"11979722016427593324",5281,280,2221,434,186,8913,E,Constitution Avenue Northwest,2019,Controls,0,0
"9157735940905940346",1356,87,670,450,40,2941,E,F Street Northwest,2019,Controls,0,0
"12931145238898584479",10274,406,4014,846,184,16738,E,P Street Northwest,2019,Controls,0,0
"10776098659533026496",2008,55,1339,270,82,3999,E,D St SW,2019,Controls,0,0
"3530901351557708491",14421,577,5871,87,1251,22795,E,Harvard Street Northwest,2019,Controls,0,0
"2128218969840392144",10274,406,4014,1033,184,16925,E,P Street Northwest,2019,Controls,0,0
"6232673879177200340",5494,286,1961,324,87,8748,E,P Street Northwest,2019,Controls,0,0
"16796932556336086522",1814,51,841,539,33,3353,E,Florida Avenue Northwest,2019,Controls,0,0
"16160579365744846840",10274,406,4014,1033,184,16922,E,P Street Northwest,2019,Controls,0,0
"6166994738839144696",3860,465,2650,2258,2705,12012,E,L Street Northwest,2019,Controls,0,0
"7763859192004834220",8323,222,2657,397,366,13122,E,Michigan Avenue Northwest,2019,Controls,0,0
"12412152752443811346",153,5,248,24,41,478,E,Montana Avenue Northeast,2019,Controls,0,0
"2027744132266577343",4684,284,1427,600,82,7800,E,P Street Northwest,2019,Controls,0,0
"10956440337515445596",10428,770,20832,436,66,33310,E,H Street Northwest,2019,Controls,0,0
"15329895447962940522",7340,263,2646,562,19,11815,E,P Street Northwest,2019,Controls,0,0
"8740890646832870724",14481,483,6387,291,253,23951,E,Michigan Avenue Northeast,2019,Controls,0,0
"10577049801326395065",8984,339,1596,88,473,12700,E,Calvert Street Northwest,2019,Controls,0,0
"11486863595159083656",4674,283,1422,496,53,7648,E,P Street Northwest,2019,Controls,0,0
"15708184065701520316",1754,51,904,713,48,3545,E,Florida Avenue Northwest,2019,Controls,0,0
"17130700588218266281",12545,394,5779,147,1087,20486,E,Harvard Street Northwest,2019,Controls,0,0
"11547605354641213478",2100,269,2438,294,256,5403,E,Rhode Island Avenue Northwest,2019,Controls,0,0
"12204022889140866416",1394,39,955,284,79,2928,E,D Street Southwest,2019,Controls,0,0
"3293365187076837881",804,45,262,123,28,1287,E,Juarez Circle,2019,Controls,0,0
"281966727831167694",5057,305,1595,284,40,8592,E,P Street Northwest,2019,Controls,0,0
"174236737636474814",6551,236,2268,505,39,11260,E,U Street Northwest,2019,Controls,0,0
"11925334816950245296",7112,257,2557,295,13,11211,E,P Street Northwest,2019,Controls,0,0
"1743713210080547248",2584,59,868,166,715,5719,E,Irving Street Northwest,2019,Controls,0,0
"6692073990667076669",724,23,357,70,3,1198,E,C Street Southwest,2019,Controls,0,0
"9483621371176123624",1828,51,856,556,30,3396,E,Florida Avenue Northwest,2019,Controls,0,0
"15973738383024972060",2439,131,748,99,4,3432,E,Constitution Avenue Northeast,2019,Controls,0,0
"12620493579391921342",4685,284,1426,538,72,7721,E,P Street Northwest,2019,Controls,0,0
"405898469680539361",5262,280,2198,402,186,8836,E,Constitution Avenue Northwest,2019,Controls,0,0
"18335153996018295935",1735,48,838,498,67,4263,E,Florida Avenue Northwest,2019,Controls,0,0
"8552932739595589989",745,22,339,109,3,1250,E,C Street Southwest,2019,Controls,0,0
"1680338805126223873",8260,457,3242,351,1343,14877,E,Constitution Avenue Northwest,2019,Controls,0,0
"6916989044148625177",996,3,215,19,15,1708,E,East Capitol Street Southeast,2019,Controls,0,0
"3892467285602058745",6078,203,2050,238,10,10171,E,U Street Northwest,2019,Controls,0,0
"17339894265830608579",4167,178,1279,114,9,5876,E,Constitution Avenue Northwest,2019,Controls,0,0
"17126286826610764577",5068,308,1615,486,41,8840,E,P Street Northwest,2019,Controls,0,0
"5367219431871028961",15294,1004,24494,328,90,44183,E,H Street Northwest,2019,Controls,0,0
"15779216771297754740",192,6,100,113,130,759,E,East Capitol Street Northeast,2019,Controls,0,0
"9896159943772009149",4856,551,3737,2387,3294,14886,E,L Street Northwest,2019,Controls,0,0
"4374613856261388539",2635,59,884,220,712,5836,E,Irving Street Northwest,2019,Controls,0,0
"1867027870848597358",1797,53,837,552,11,3321,E,Florida Avenue Northwest,2019,Controls,0,0
"12270866442532495768",13782,525,5738,126,176,20901,E,Harvard Street Northwest,2019,Controls,0,0
"4921894811425339948",59,1,21,5,269,387,E,Lincoln Memorial Circle Northwest,2019,Controls,0,0
"8592878201661824962",380,16,175,204,250,1233,E,East Capitol Street Northeast,2019,Controls,0,0
"12908923573438815661",5210,278,2179,202,177,8556,E,Constitution Avenue Northwest,2019,Controls,0,0
"15328389329027831930",4466,253,1453,1302,2177,10044,E,L Street Northwest,2019,Controls,0,0
"11792458413653788945",6869,211,2349,101,122,10457,E,Harvard Street Northwest,2019,Controls,0,0
"6110090011717493818",10780,271,4247,381,251,17036,E,Michigan Avenue Northwest,2019,Controls,0,0
"5829591677584579083",1798,53,837,578,22,3359,E,Florida Avenue Northwest,2019,Controls,0,0
"13034564043345667595",4366,249,1630,359,159,7561,E,Constitution Avenue Northeast,2019,Controls,0,0
"17796672045804394899",4678,283,1430,535,56,7702,E,P Street Northwest,2019,Controls,0,0
"10493163296315157212",884,48,306,97,25,1375,E,Constitution Avenue Northeast,2019,Controls,0,0
"14504480212970261958",8968,338,1584,336,535,12981,E,Calvert Street Northwest,2019,Controls,0,0
"854680514280811243",5067,305,1605,517,41,8868,E,P Street Northwest,2019,Controls,0,0
"6091993753978817853",3567,228,1375,229,151,5779,E,Constitution Avenue Northwest,2019,Controls,0,0
"14494133555607753818",438,20,244,604,26,1539,E,East Capitol Street,2019,Controls,0,0
"219030394924497939",13794,521,5706,48,174,20788,E,Harvard Street Northwest,2019,Controls,0,0
"6254612491197259056",9973,385,3895,304,208,15798,E,P Street Northwest,2019,Controls,0,0
"4726316551970981823",5211,278,2179,203,177,8559,E,Constitution Avenue Northwest,2019,Controls,0,0
"190876803744534411",3387,458,2463,1363,1865,9595,E,L Street Northwest,2019,Controls,0,0
"12868162386696069202",1657,53,826,439,39,3085,E,Florida Avenue Northwest,2019,Controls,0,0
"17430180280616123112",5203,295,1614,613,56,8845,E,P Street Northwest,2019,Controls,0,0
"4001702176356486213",914,44,307,250,30,1561,E,Constitution Avenue Northeast,2019,Controls,0,0
"12035261432453667926",5134,292,1564,644,81,9039,E,P Street Northwest,2019,Controls,0,0
"2535913086957172636",10780,271,4247,381,251,17033,E,Michigan Avenue Northwest,2019,Controls,0,0
"4925814831677757627",4380,222,1469,1688,2164,10266,E,L Street Northwest,2019,Controls,0,0
"2892019976198923505",4390,265,1238,709,482,7748,E,P Street Northwest,2019,Controls,0,0
"16791710476758323642",3945,479,2812,1691,2642,11643,E,L Street Northwest,2019,Controls,0,0
"10481374580071855279",14500,483,6391,374,255,24059,E,Michigan Avenue Northeast,2019,Controls,0,0
"2586550655373208917",1285,91,654,101,18,2233,E,F Street Northwest,2019,Controls,0,0
"5973831831891702737",3406,459,2506,1363,1864,9657,E,L Street Northwest,2019,Controls,0,0
"17997343363824388094",14075,523,5866,73,112,21180,E,Harvard Street Northwest,2019,Controls,0,0
"15449313213781660634",615,6,251,34,56,2498,E,East Capitol Street Northeast,2019,Controls,0,0
"14743902199609262737",1638,54,816,441,36,3067,E,Florida Avenue Northwest,2019,Controls,0,0
"14381791940971736826",15377,1023,24690,726,98,44919,E,H Street Northwest,2019,Controls,0,0
"15705476859803406914",2619,142,768,77,8,3630,E,Constitution Avenue Northeast,2019,Controls,0,0
"5928248480052195065",3697,477,2680,1397,1908,10228,E,L Street Northwest,2019,Controls,0,0
"16909614485027946937",178,7,67,121,166,774,E,East Capitol Street Northeast,2019,Controls,0,0
"2198310286733078177",309,13,111,165,178,996,E,East Capitol Street Northeast,2019,Controls,0,0
"2122168542297610791",5305,269,1845,555,84,8654,E,P Street Northwest,2019,Controls,0,0
"6859168271017740847",424,19,163,174,181,1178,E,East Capitol Street Northeast,2019,Controls,0,0
"17756171990804652749",10790,1020,8362,2311,3124,26315,E,L Street Northwest,2019,Controls,0,0
"14810745106283845132",8696,465,3496,440,1375,15698,E,Constitution Avenue Northwest,2019,Controls,0,0
"2812393696630515928",2551,140,763,57,9,3539,E,Constitution Avenue Northeast,2019,Controls,0,0
"14523130478229377204",2678,56,978,303,21,5041,E,Mount Olivet Road Northeast,2019,Controls,0,0
"11379398993027135080",6326,182,1469,209,111,8455,E,Michigan Avenue Northwest,2019,Controls,0,0
"14133195589355127800",798,36,267,115,9,1229,E,I Street Southeast,2019,Controls,0,0
"9573624349962587373",550,21,308,76,26,1004,E,14th St SW,2019,Controls,0,0
"16725012413832886291",808,29,632,155,24,1677,E,C Street Southwest,2019,Controls,0,0
"16085315781015227495",2008,55,1339,270,82,3999,E,D St SW,2019,Controls,0,0
"13331443836204437182",15907,1072,24762,253,85,45742,E,H Street Northwest,2019,Controls,0,0
"4010988276111735966",740,2,272,244,115,2872,E,East Capitol Street Northeast,2019,Controls,0,0
"3962212921306411379",4431,271,1262,708,109,7445,E,P Street Northwest,2019,Controls,0,0
"13395313477693152913",2642,56,944,281,20,4948,E,Mount Olivet Road Northeast,2019,Controls,0,0
"14311015165493559855",764,37,241,73,24,1150,E,Constitution Avenue Northeast,2019,Controls,0,0
"3024757007660682092",9100,342,1594,88,476,12817,E,Calvert Street Northwest,2019,Controls,0,0
"2580874788755138340",3386,456,2468,1403,1870,9642,E,L Street Northwest,2019,Controls,0,0
"4927385193129944835",14397,481,6307,301,250,23655,E,Michigan Avenue Northeast,2019,Controls,0,0
"9420155078070265039",14039,523,5850,39,115,21097,E,Harvard Street Northwest,2019,Controls,0,0
"15972375727366702308",2584,59,868,254,715,5807,E,Irving Street Northwest,2019,Controls,0,0
"4638547093855573397",5203,295,1614,291,56,8602,E,P Street Northwest,2019,Controls,0,0
"11331229842095900686",705,5,132,117,15,977,E,East Capitol Street Southeast,2019,Controls,0,0
"6986851445530789141",10256,964,7625,2146,3292,26035,E,L Street Northwest,2019,Controls,0,0
"2227566382702809392",5030,298,1573,590,44,8862,E,P Street Northwest,2019,Controls,0,0
"11801951107042111402",10188,938,7619,2475,3306,26277,E,L Street Northwest,2019,Controls,0,0
"15506102083528017320",5142,293,1582,616,81,9038,E,P Street Northwest,2019,Controls,0,0
"8205701174898040541",4450,252,1426,1565,2252,10338,E,L Street Northwest,2019,Controls,0,0
"5547066976614526204",8575,819,5543,2001,3206,20395,E,L Street Northwest,2019,Controls,0,0
"17854918031143947591",196,6,109,345,120,994,E,East Capitol Street Northeast,2019,Controls,0,0
"730685144286994234",4806,293,1621,918,126,8465,E,P Street Northwest,2019,Controls,0,0
"16965677295788106298",12805,425,5136,387,161,20008,E,Constitution Avenue Northeast,2019,Controls,0,0
"15029284746539263698",10256,964,7625,2146,3292,26035,E,L Street Northwest,2019,Controls,0,0
"16610025223377293029",5332,251,1816,476,85,8686,E,P Street Northwest,2019,Controls,0,0
"4821448269146637040",2008,55,1339,270,82,3999,E,D St SW,2019,Controls,0,0
"1642984135784020661",4572,272,1377,437,106,7458,E,P Street Northwest,2019,Controls,0,0
"8608021360845262247",1283,63,403,81,36,1884,E,Constitution Avenue Northeast,2019,Controls,0,0
"16864277189343510266",1879,101,1157,156,172,3526,E,K Street Northwest,2019,Controls,0,0
"1614049390126641246",10764,1017,8332,2353,3158,26332,E,L Street Northwest,2019,Controls,0,0
"11729750429156553885",9297,355,1928,94,1018,13297,E,Harvard Street Northwest,2019,Controls,0,0
"7506564826678936987",5211,278,2179,343,177,8699,E,Constitution Avenue Northwest,2019,Controls,0,0
"17489209466524799988",529,2,106,0,14,1113,E,East Capitol Street Southeast,2019,Controls,0,0
"15158810575520430063",1807,50,840,473,12,3257,E,Florida Avenue Northwest,2019,Controls,0,0
"30092301532542453",4586,272,1397,956,122,8035,E,P Street Northwest,2019,Controls,0,0
"4892351957006019646",8491,853,5467,2054,3209,20325,E,L Street Northwest,2019,Controls,0,0
"5812235391264339228",1380,69,445,62,38,2015,E,Constitution Avenue Northeast,2019,Controls,0,0
"2552405663390120020",1291,65,606,544,47,2962,E,F Street Northwest,2019,Controls,0,0
"17526682405835399821",861,30,519,182,22,1645,E,C Street Southwest,2019,Controls,0,0
"16467447134687837823",8323,222,2657,397,366,13122,E,Michigan Avenue Northwest,2019,Controls,0,0
"13635646700401973696",10780,271,4247,381,251,17067,E,Michigan Avenue Northwest,2019,Controls,0,0
"9481893549860469376",9237,345,1649,449,1204,14016,E,Calvert Street Northwest,2019,Controls,0,0
"10086610404035718779",1374,38,945,275,84,2961,E,D Street Southwest,2019,Controls,0,0
"11179803917872193737",14409,575,5875,69,1261,22771,E,Harvard Street Northwest,2019,Controls,0,0
"3978575981448582910",8892,337,1574,307,542,12872,E,Calvert Street Northwest,2019,Controls,0,0
"12589099230592176720",8696,465,3496,347,1374,15604,E,Constitution Avenue Northwest,2019,Controls,0,0
"2974566973570095209",1652,47,825,594,46,3235,E,Florida Avenue Northwest,2019,Controls,0,0
"8195442153838282052",6103,205,2054,145,6,10105,E,U Street Northwest,2019,Controls,0,0
"15593613648300073399",3670,201,1235,1589,2188,9313,E,L Street Northwest,2019,Controls,0,0
"10999907681085044894",1373,39,953,396,100,3012,E,D Street Southwest,2019,Controls,0,0
"5736981339777039961",617,5,228,22,53,2416,E,East Capitol Street Northeast,2019,Controls,0,0
"8412762377950941153",9274,346,1672,55,567,13346,E,Adams Mill Road Northwest,2019,Controls,0,0
"6339539096085712441",10489,435,5214,258,35,18101,E,Michigan Avenue Northeast,2019,Controls,0,0
"12895857672693334747",3969,520,2745,1691,2643,11647,E,L Street Northwest,2019,Controls,0,0
"2238057619774368929",4120,172,1234,114,9,5778,E,Constitution Avenue Northwest,2019,Controls,0,0
"1513045097121821706",4683,284,1422,425,106,7630,E,P Street Northwest,2019,Controls,0,0
"5947112531160406148",227,9,123,109,132,819,E,East Capitol Street Northeast,2019,Controls,0,0
"18161508957054092651",1717,49,887,696,49,3473,E,Florida Avenue Northwest,2019,Controls,0,0
"13951200046167826584",537,2,138,160,86,928,E,East Capitol Street Northeast,2019,Controls,0,0
"3389583037606711104",5353,253,1847,481,82,8749,E,P Street Northwest,2019,Controls,0,0
"16162689926016723137",6500,233,2240,639,29,10338,E,U Street Northwest,2019,Controls,0,0
"9697652093139050120",9297,355,1928,118,1018,13321,E,Harvard Street Northwest,2019,Controls,0,0
"3644314189514722543",8491,853,5467,2054,3209,20325,E,L Street Northwest,2019,Controls,0,0
"4113474246659200394",10223,940,7680,2146,3293,26033,E,L Street Northwest,2019,Controls,0,0
"10617789301593832130",1833,100,1134,208,415,3736,E,K Street Northwest,2019,Controls,0,0
"5020378135880080782",1833,100,1134,208,415,3736,E,K Street Northwest,2019,Controls,0,0
"13499158838100408540",5503,254,1941,339,71,8975,E,P Street Northwest,2019,Controls,0,0
"3293761612087145245",6319,182,1466,209,111,8378,E,Michigan Avenue Northwest,2019,Controls,0,0
"2818516454051656312",3426,458,2502,1403,1864,9712,E,L Street Northwest,2019,Controls,0,0
"15134326029863836837",5599,282,1961,629,113,9323,E,P Street Northwest,2019,Controls,0,0
"5073102350953732175",9098,342,1596,88,476,12817,E,Calvert Street Northwest,2019,Controls,0,0
"8337155019294242956",2100,269,2438,294,256,5403,E,Rhode Island Avenue Northwest,2019,Controls,0,0
"7507688559143214973",1833,100,1134,151,164,3428,E,K Street Northwest,2019,Controls,0,0
"16043245043094664957",804,30,655,162,26,1706,E,C Street Southwest,2019,Controls,0,0
"17159148340371307272",9979,383,3895,297,208,15797,E,P Street Northwest,2019,Controls,0,0
"6500848080041452602",6844,211,2294,73,113,10356,E,Harvard Street Northwest,2019,Controls,0,0
"8058574788745532460",8696,465,3496,440,1375,15698,E,Constitution Avenue Northwest,2019,Controls,0,0
"4404646711333878387",6078,203,2050,209,10,10142,E,U Street Northwest,2019,Controls,0,0
"11034222342709341602",10274,406,4014,1033,184,16925,E,P Street Northwest,2019,Controls,0,0
"13614843588597001395",6168,211,2065,207,30,10361,E,U Street Northwest,2019,Controls,0,0
"16501120715921815439",1324,95,765,104,38,2429,E,F Street Northwest,2019,Controls,0,0
"10408824292931199253",8914,337,1585,298,540,13209,E,Calvert Street Northwest,2019,Controls,0,0
"17820437830349070519",8696,465,3496,440,1375,15698,E,Constitution Avenue Northwest,2019,Controls,0,0
"7537899842453108276",745,22,339,70,3,1211,E,C Street Southwest,2019,Controls,0,0
"9734112757447522647",2500,49,747,118,456,5267,E,Irving Street Northwest,2019,Controls,0,0
"9032706044498350063",4658,540,3388,2357,3462,14466,E,L Street Northwest,2019,Controls,0,0
"4235197828740932960",357,16,173,194,250,1198,E,East Capitol Street Northeast,2019,Controls,0,0
"513206837950551580",9257,345,1667,360,563,13624,E,Adams Mill Road Northwest,2019,Controls,0,0
"14823115700866090289",14123,525,5945,179,113,21416,E,Harvard Street Northwest,2019,Controls,0,0
"13299155192465862206",1374,38,945,396,99,3112,E,D Street Southwest,2019,Controls,0,0
"5893013334006260812",12447,394,5650,83,1668,20780,E,Harvard Street Northwest,2019,Controls,0,0
"11005123040173867023",996,3,215,19,15,1708,E,East Capitol Street Southeast,2019,Controls,0,0
"14289801601990463360",3683,205,1359,1674,2199,9507,E,L Street Northwest,2019,Controls,0,0
"7372203672308649314",537,2,138,55,86,823,E,East Capitol Street Northeast,2019,Controls,0,0
"8489123884949699090",6500,233,2240,639,29,10327,E,U Street Northwest,2019,Controls,0,0
"11100902097938372113",9095,342,1596,88,476,12814,E,Calvert Street Northwest,2019,Controls,0,0
"2840933290007090910",850,47,285,83,29,1307,E,Constitution Avenue Northeast,2019,Controls,0,0
"16697752747300724838",4672,283,1409,545,66,7695,E,P Street Northwest,2019,Controls,0,0
"13617277772882914837",1797,53,837,359,11,3128,E,Florida Avenue Northwest,2019,Controls,0,0
"15652926713358219452",5210,278,2179,159,177,8513,E,Constitution Avenue Northeast,2019,Controls,0,0
"9747998577120938960",10827,1004,8503,2376,3170,26588,E,L Street Northwest,2019,Controls,0,0
"3181214820966332963",4216,199,1232,1010,1932,8932,E,L Street Northwest,2019,Controls,0,0
"5279677886007793903",7514,270,2679,833,35,12340,E,P Street Northwest,2019,Controls,0,0
"6062763449226363950",537,2,138,55,86,823,E,East Capitol Street Northeast,2019,Controls,0,0
"3137194988102870289",2626,143,789,94,6,3674,E,Constitution Avenue Northeast,2019,Controls,0,0
"4390275137193356629",14382,480,6295,293,255,23624,E,Michigan Avenue Northeast,2019,Controls,0,0
"1703159790866936884",6466,231,2216,493,22,11093,E,U Street Northwest,2019,Controls,0,0
"14174012957274260727",5337,251,1814,477,85,8690,E,P Street Northwest,2019,Controls,0,0
"14639821570226454707",4481,276,1259,791,142,7629,E,P Street Northwest,2019,Controls,0,0
"12421892033278550703",3927,519,2673,1691,2644,11533,E,L Street Northwest,2019,Controls,0,0
"11320555923146700245",12428,392,5626,88,1672,20741,E,Harvard Street Northwest,2019,Controls,0,0
"6453004000806044039",438,20,244,257,26,1192,E,East Capitol Street,2019,Controls,0,0
"15182279320913557867",430,20,183,178,237,1256,E,East Capitol Street Northeast,2019,Controls,0,0
"15819664594140653022",5029,298,1580,586,49,8869,E,P Street Northwest,2019,Controls,0,0
"9036158646521761067",14447,577,5917,106,1269,22902,E,Harvard Street Northwest,2019,Controls,0,0
"10974357353482234922",4700,528,3406,2336,3300,14331,E,L Street Northwest,2019,Controls,0,0
"807594097894883957",527,35,476,85,149,1272,E,K Street Northwest,2019,Controls,0,0
"13969613541326466259",730,37,226,103,14,1120,E,Constitution Avenue Northeast,2019,Controls,0,0
"10396524361086573431",4789,291,1562,865,136,8322,E,P Street Northwest,2019,Controls,0,0
"16152049354335748189",1833,100,1134,208,415,3736,E,K Street Northwest,2019,Controls,0,0
"14344485668528438386",556,4,206,51,57,2364,E,East Capitol Street Northeast,2019,Controls,0,0
"8701204510339503511",7529,271,2695,863,33,12400,E,P Street Northwest,2019,Controls,0,0
"7876289208754259399",8911,337,1585,246,540,13032,E,Calvert Street Northwest,2019,Controls,0,0
"15379116051329843366",5080,315,1643,491,42,8893,E,P Street Northwest,2019,Controls,0,0
"8960651179779515541",6498,232,2233,510,24,11158,E,U Street Northwest,2019,Controls,0,0
"15015384388644039789",413,23,228,304,29,1204,E,East Capitol Street,2019,Controls,0,0
"8382434452922379619",1814,51,841,509,33,3323,E,Florida Avenue Northwest,2019,Controls,0,0
"11555984653791075492",4120,172,1234,114,9,5778,E,Constitution Avenue Northwest,2019,Controls,0,0
"2436125637327216962",13772,525,5732,86,171,20840,E,Harvard Street Northwest,2019,Controls,0,0
"1280859114144241418",4482,255,1725,619,168,8047,E,Constitution Avenue Northeast,2019,Controls,0,0
"4221300393395996411",357,16,173,237,250,1249,E,East Capitol Street Northeast,2019,Controls,0,0
"5390480020551106148",4625,514,3321,2279,3311,14111,E,L Street Northwest,2019,Controls,0,0
